Group Name,Occupation,Country,Expertise areas,Previous Involvement,Previous Training in Teaching,Previous Experience in Teaching
group_name,commerce,US,Computer science/electrical engineering,"helper, instructor",None,A few hours
,postdoc,GB,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,Other,Primary instructor for a full course
group_name,research,CN,"Genetics, genomics, bioinformatics, Medicine, Psychology/neuroscience",learner,None,A few hours
,grad,US,"Civil, mechanical, chemical, or nuclear engineering, Genetics, genomics, bioinformatics","helper, learner",A few hours,A few hours
group_name,grad,US,"Genetics, genomics, bioinformatics, High performance computing",,A few hours,A few hours
group_name,grad,US,"Genetics, genomics, bioinformatics","helper, learner",Other,A few hours
group_name,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A certification or short course,Primary instructor for a full course
,research,US,"Genetics, genomics, bioinformatics, Medicine",learner,A certification or short course,A few hours
group_name,research,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",helper,A certification or short course,Primary instructor for a full course
group_name,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology)",helper,A certification or short course,Primary instructor for a full course
group_name,postdoc,GB,"High performance computing, Physics, Planetary sciences (geology, climatology, oceanography, etc.)",helper,A workshop,Primary instructor for a full course
,research,GB,Computer science/electrical engineering,"helper, instructor",A workshop,A few hours
,grad,US,"Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",,A few hours,None
group_name,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A few hours,A few hours
,research,GB,Computer science/electrical engineering,instructor,A workshop,A few hours
,grad,PT,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, Physics",,None,A few hours
group_name,,GB,"Computer science/electrical engineering, High performance computing",learner,A few hours,Primary instructor for a full course
,faculty,GB,"Genetics, genomics, bioinformatics","helper, organizer",None,Primary instructor for a full course
group_name,research,MX,"Computer science/electrical engineering, Genetics, genomics, bioinformatics",host,None,Primary instructor for a full course
,,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,None,Primary instructor for a full course
,,GB,"Computer science/electrical engineering, Medicine",,None,A few hours
group_name,support,US,Economics/business,"helper, instructor, learner, contributor",None,A few hours
,postdoc,GB,"Genetics, genomics, bioinformatics",,Other,Primary instructor for a full course
group_name,grad,GB,Social sciences,helper,None,None
group_name,support,GB,"Computer science/electrical engineering, Mathematics/statistics, Physics","helper, contributor",None,Primary instructor for a full course
group_name,research,GB,"Physics, Space sciences",helper,None,Primary instructor for a full course
group_name,research,GB,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, High performance computing, Mathematics/statistics",helper,A workshop,Primary instructor for a full course
group_name,postdoc,GB,"Genetics, genomics, bioinformatics, Mathematics/statistics","helper, learner",A certification or short course,Primary instructor for a full course
group_name,support,GB,"Computer science/electrical engineering, High performance computing","helper, learner, contributor",None,Primary instructor for a full course
group_name,grad,MX,"Genetics, genomics, bioinformatics","helper, learner",None,A few hours
,research,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A few hours,Other
,grad,AU,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A few hours,Primary instructor for a full course
,support,NZ,"Computer science/electrical engineering, High performance computing, Mathematics/statistics","helper, instructor, host, organizer",A workshop,A few hours
group_name,grad,MX,Mathematics/statistics,learner,None,Other
,librarian,GB,Library and information science,instructor,A certification or short course,Other
group_name,support,MX,"Computer science/electrical engineering, Education, Mathematics/statistics","helper, instructor",A few hours,Primary instructor for a full course
,postdoc,ES,Physics,helper,None,Primary instructor for a full course
group_name,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, instructor",A certification or short course,Primary instructor for a full course
group_name,librarian,AU,Library and information science,organizer,None,A few hours
group_name,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing",helper,None,Other
group_name,grad,US,,learner,A few hours,Primary instructor for a full course
,,US,Mathematics/statistics,,None,A few hours
,grad,UY,"Economics/business, Mathematics/statistics",,None,A few hours
,,US,"Computer science/electrical engineering, Psychology/neuroscience, Social sciences",,A few hours,Primary instructor for a full course
,research,US,"Mathematics/statistics, Medicine",learner,None,A few hours
,commerce,US,"Computer science/electrical engineering, Social sciences",,Other,Primary instructor for a full course
group_name,grad,MX,"Genetics, genomics, bioinformatics",,None,None
group_name,research,AU,"Humanities, Physics, Space sciences","helper, instructor, host, organizer",A workshop,Primary instructor for a full course
group_name,postdoc,MX,"Genetics, genomics, bioinformatics",,None,A few hours
group_name,postdoc,MX,"Genetics, genomics, bioinformatics",,None,A few hours
group_name,grad,MX,"Genetics, genomics, bioinformatics, Mathematics/statistics",helper,A certification or short course,Primary instructor for a full course
group_name,support,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics",,None,None
group_name,research,US,"Computer science/electrical engineering, Mathematics/statistics",learner,None,None
group_name,grad,MX,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",helper,None,Primary instructor for a full course
group_name,postdoc,MX,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,None,Primary instructor for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics",,None,A few hours
group_name,librarian,US,"Genetics, genomics, bioinformatics, Library and information science, Organismal biology (ecology, botany, zoology, microbiology)","host, learner, organizer",Other,Other
group_name,research,US,"Genetics, genomics, bioinformatics",,None,Primary instructor for a full course
,support,GB,"Genetics, genomics, bioinformatics, High performance computing",helper,A few hours,Other
