Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
USA,Graduate Student,,,,,,,Engineering,,,,,,,,2,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,Version control: It's amazing!,Yes.,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,10
USA,Graduate Student,,,,,,,Engineering,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Monthly.,Monthly.,I'm more confident now.,,,They are improving my ability to manage data.,,I am not using the tools I learned.,,Yes.,Agree,Agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,8
Canada,,Librarian,,,,,,,,Library Sciences,,,,,,2,More than 1 year ago,,,,,OpenRefine,Python,R,,,,I don't remember.,,,,,,,,,,,not yet as I need to do more practice on my own first,Less than once per year.,Less than once per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,I don't remember.,9
USA,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,Using version control to collaborate online (in public or private repositories).,,,Several times per year.,Weekly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,Yes.,6
USA,Other Academic Staff,Research Staff,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Less than once per year.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,5
USA,Graduate Student,,,,,,Earth Sciences,,,,,,,,,1,6 months - 1 year ago,,Git,,,,,R,,,,,,,,,,,,,,,,Weekly.,Weekly.,I'm equally confident now.,,,,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,,,,No.,5
UK,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Academic Research Staff,,,,,,,,,,,,Physical Sciences,,,2,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,,Reusing code.,Using version control to manage code.,,,,Less than once per year.,Several times per year.,I'm more confident now.,,,,,,,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,
France,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,6 months - 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,,,No.,Neutral,Strongly agree,Neutral,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,8
Canada,,Civil Engineering Technologist,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,R,,SQL,,,,,,,,,,,,,,I had not been using tools like these.,Less than once per year.,I'm more confident now.,,,,The tools I learned have not helped me with my work.,,,No.,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,,,,,,,,,Participate in surveys and wait for the next workshop to be hosted near me.,,,,,,,,Yes.,10
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Agree,,,,,,,,,No further involvement,,,,,,Used non-Carpentry self-guided material.,,I don't remember.,10
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,,,,,,Using version control to manage code.,,,,Daily.,Daily.,I'm equally confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,No.,5
USA,Other Academic Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,OpenRefine,Python,R,Spreadsheets,SQL,Unix Shell,,,,,,,,,,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Monthly.,I'm equally confident now.,,,,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,No.,5
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,,,,,,have started using version control to manage code but not fully adopted it as my working system yet,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,9
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faculty,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,10
USA,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,2,More than 1 year ago,,,,,,Python,R,,,,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Daily.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
USA,Industry,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Agree,,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,Participated in a Meetup.,Participated in a semester long course.,,,,Yes.,5
USA,,Staff,,,,,,,,,,,,,IT,1,6 months - 1 year ago,,Git,,,,,,,,,I don't remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Other Academic Staff,,,,,,,,,,,,,Social Sciences,General Academic Technology,1,More than 1 year ago,,Git,,,,,R,,,,,,,Developing a data management and analysis plan.,,,,,,,,"I am overseeing a team of undergraduate ""DataSquad"" members in all of the above.",Less than once per year.,Several times per year.,I'm more confident now.,,,,,I am not using the tools I learned.,I am delegating use of these tools. Feel free to modify my answers since I am using what I learned by proxy.,Yes.,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,,,,,,,,,"I've been disconnected from the community & with this survey, I'm reminded to try to reconnect.",,,,,,,,Yes.,10
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,OpenRefine,,R,Spreadsheets,SQL,,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,,,,,,,Monthly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Subscribed to the newsletter.,,Became a workshop helper.,,,,,,,,,,,,,,Yes.,10
USA,Academic Research Staff,,,Biomedical/Health Sciences,,,Earth Sciences,,,,Life Sciences,,,Social Sciences,,1,More than 1 year ago,,,,,,Python,,,,,,,,,,,,,,,,,Weekly.,Several times per year.,I'm equally confident now.,,,,,,,No.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,5
USA,Faculty,,,,,,,,,Library Sciences,,,,,,1,6 months - 1 year ago,,Git,,,OpenRefine,Python,,,SQL,,,,,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,No.,5
Canada,Academic Research Staff,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,Python,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,IT Staff,,,,,,,,,,,,,Museum Informatics,1,More than 1 year ago,,,,,,Python,,,,Unix Shell,,,,,,,,,,,,Started using iPython notebooks (now Jupyter...),Daily.,Daily.,I'm equally confident now.,,,,,,They are improving my ability to share data and code.,No.,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,Participated in a Meetup.,,,,,Yes.,10
Canada,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Monthly.,I'm more confident now.,,,,,,They helped facilitate my understanding of the problems and solutions to accessing and transforming data,Not sure.,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,7
USA,,Federal Research Scientist,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,R,,SQL,,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,,,,,,,Several times per year.,Several times per year.,I'm equally confident now.,,,They are improving my ability to manage data.,,,,Not sure.,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,10
USA,Academic Research Staff,,,,,,,Engineering,,,,,,,,3+,0-6 months ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,,,Reusing code.,Using version control to manage code.,,,,Daily.,Daily.,,,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,9
USA,Graduate Student,,,Biomedical/Health Sciences,,,,,,,Life Sciences,Mathematics or Statistics,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Industry,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,,,,,,,,,,,,,,,,,I don't remember.,9
USA,Graduate Student,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Monthly.,,,,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,,,,,,,,,,,,Participated in a Meetup.,,,,,Yes.,7
