Date,WhenTaking,MemberSite,MemberSiteOther,UniqueID,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,NewInformation,LiveCodingPostAbility,WebsitePostAbility,ConceptMapsPostAbility,MCQPostAbility,LearningObjectivesPostAbility,KnowledgeFormativeAssessmentPost,KnowledgeFeedbackPost,KnowledgeNovicePost,KnowledgeHumanMemoryPost,KnowledgeCognitiveLoadPost,KnowledgeCarpentriesPost,KnowledgeMotivationStrategiesPost,MotivationFormativeAssessmentPost,MotivationFeedbackPost,MotivationNovicePost,MotivationHumanMemoryPost,MotivationCognitiveLoadPost,MotivationCarpentriesPost,MotivationMotivationStrategiesPost,CompleteTraining,CompleteTrainingOther,LikelyToRecommend,Workshop ID
11/8/17 11:18,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/8/17 11:23,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Too slow,Balanced (lecture/hands-on),All of the time,All of the time,Sometimes,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/8/17 11:20,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Too slow,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
11/8/17 11:16,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
11/8/17 11:22,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/8/17 11:21,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
11/8/17 11:19,"I have just completed the training, and am taking it at the event","Nov 6-7, 2017 (Netherlands eScience)",,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
11/6/17 17:27,"I have recently completed the training, and am taking it after I left the event",Nov 2-3  (USA: on-line event),,,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
11/5/17 16:00,"I have recently completed the training, and am taking it after I left the event",Nov 2-3  (USA: on-line event),,,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly slow,Slightly too much lecture,Often,All of the time,Sometimes,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,5,
11/4/17 12:12,"I have recently completed the training, and am taking it after I left the event",Nov 2-3  (USA: on-line event),,,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
11/3/17 18:45,"I have recently completed the training, and am taking it after I left the event",Nov 2-3  (USA: on-line event),,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Too fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/3/17 19:22,"I have just completed the training, and am taking it at the event",Nov 2-3  (USA: on-line event),,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
11/3/17 17:56,"I have just completed the training, and am taking it at the event",Nov 2-3  (USA: on-line event),,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
11/3/17 17:51,"I have just completed the training, and am taking it at the event",Nov 2-3  (USA: on-line event),,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/31/17 11:57,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,9,
10/31/17 11:59,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Just right,Balanced (lecture/hands-on),Often,,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
10/31/17 11:57,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
10/31/17 11:59,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Just right,Slightly too much lecture,Sometimes,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
10/31/17 11:53,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
10/31/17 11:53,"I have just completed the training, and am taking it at the event",Oct 30-31 (Europe: on-line event),,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/28/17 16:16,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
10/28/17 16:19,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/28/17 16:19,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,3,
10/28/17 16:17,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/28/17 16:17,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/28/17 16:19,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/28/17 16:15,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/28/17 15:24,"I have just completed the training, and am taking it at the event",Oct 27-28 (Digital Ag),,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/25/17 18:37,"I have recently completed the training, and am taking it after I left the event",Oct 24-25 (USA: on-line event),,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Just right,Balanced (lecture/hands-on),All of the time,Sometimes,All of the time,Sometimes,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/25/17 18:21,"I have recently completed the training, and am taking it after I left the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Too slow,Slightly too much lecture,All of the time,Sometimes,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
11/6/17 17:04,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
10/25/17 18:49,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
10/25/17 16:58,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/25/17 16:55,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,Sometimes,Often,Sometimes,Often,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,5,
10/25/17 17:02,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/25/17 16:56,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Just right,Too much hands-on,All of the time,Often,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
10/25/17 16:54,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Too slow,Balanced (lecture/hands-on),Often,Often,Sometimes,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
10/25/17 16:59,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/25/17 16:52,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/30/17 14:39,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Just right,Balanced (lecture/hands-on),Sometimes,All of the time,Often,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,
10/25/17 16:54,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/25/17 16:53,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/25/17 16:55,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/25/17 16:50,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Too slow,Too much lecture,Sometimes,Often,Sometimes,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,4,
10/25/17 16:46,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,5,
10/25/17 16:34,"I have just completed the training, and am taking it at the event",Oct 24-25 (USA: on-line event),,,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Too slow,Slightly too much hands-on,Often,Often,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
10/25/17 0:27,"I have just completed the training, and am taking it at the event",Oct 24-25 (Australia: on-line event),,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
10/20/17 19:26,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/17 12:02,"I have just completed the training, and am taking it at the event",Oct 16-17 (Monsanto),,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/13/17 10:49,"I have recently completed the training, and am taking it after I left the event",Oct 10-11 (DOE on-line event),,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Just right,Slightly too much hands-on,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
